,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
398,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Propylene glycol,Dissolved,,,,Accepted,,Actual,,,,,,Added qualifier code: none. RTI sample: 4336411104415010-JH-DI-1.,51998,,,,,,,,,,"SGS Environment, Health & Safety Laboratory, Houston, TX",2020-08-28,see result laboratory comment,Laboratory Reporting Level,10.0,mg/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
399,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,5-Tolyltriazole,Recoverable,,,,Accepted,,Actual,,,,,,,61944,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.25,ug/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
400,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.35,mg/l,,Accepted,,Actual,,,,,,,62854,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2020-09-11,,Detection limit by DQCALC,0.05,mg/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
401,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxidation reduction potential (ORP),,227.0,mV,,Accepted,,Actual,,,,,,,63001,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
402,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,4-Methyl-1H-benzotriazole,Recoverable,,,,Accepted,,Actual,,,,,,,63120,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.35,ug/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
403,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Turbidity,Total,4.8,NTRU,,Accepted,,Actual,,,,,,,63676,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
404,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,"1,2,3-Benzotriazole",Total,,,,Accepted,,Actual,,,,,,,68282,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.25,ug/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
405,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,152.0,mg/l,,Accepted,,Actual,,,180 deg C,,,,70300,,,,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437","USGS-National Water Quality Lab, Denver, CO",2020-10-09,,Lower Reporting Limit,20.0,mg/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
406,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,153.0,mg/l,,Accepted,,Actual,,,,,,,70301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
407,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,0.21,tons/ac ft,,Accepted,,Actual,,,,,,,70303,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
408,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,71846,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.013,mg/l NH4,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
409,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Nitrate,Dissolved,1.47,mg/l asNO3,,Accepted,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
410,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,71856,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.003,mg/l asNO2,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
411,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Bromide,Dissolved,,,,Accepted,,Actual,,,,,,,71870,,,,,,IC027,USGS,New ion chromatography method,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",2020-10-23,,Detection limit by DQCALC,0.01,mg/l,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
412,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Depth to water level below land surface,,54.49,ft,,Accepted,,Actual,,,,,,,72019,,,,,,WLETP,USGS,"GW level, electric tape",USGS GWPD 4--Water-level meas. using an elec. tape,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
413,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000307,Sample-Routine,Water,Groundwater,2020-08-18,10:30:00,MDT,,,,58.0,feet,Below mean sea level,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Specific conductance,Total,253.0,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,90095,,,,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461","USGS-National Water Quality Lab, Denver, CO",2020-08-24,,Lower Reporting Limit,5.0,uS/cm @25C,,NWIS,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
414,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Temperature, water",,10.0,deg C,,Accepted,,Actual,,,,,,,10,,,,,,THM01,USGS,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
415,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Temperature, air, deg C",,11.5,deg C,,Accepted,,Actual,,,,,,,20,,,,,,THM05,USGS,"Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
416,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Barometric pressure,,600.0,mm/Hg,,Accepted,,Actual,,,,,,,25,,,,,,BAROM,USGS,"Atmospheric pressure, barometer",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
417,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Flow rate, instantaneous",,0.5,gal/min,,Accepted,,Actual,,,,,,,59,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
418,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Specific conductance,Total,279.0,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,95,,,,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
419,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,"Acidity, (H+)",Total,3e-05,mg/l,,Accepted,,Actual,,,,,,,191,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
420,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Oxygen,Dissolved,2.9,mg/l,,Accepted,,Actual,,,,,,,300,,,,,,LUMIN,USGS,"Diss oxygen, luminescence sensor",ASTM,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
421,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,Oxygen,Dissolved,32.0,% saturatn,,Accepted,,Actual,,,,,,,301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
422,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000219,Sample-Routine,Water,Groundwater,2020-05-21,15:40:00,MDT,,,,83.5,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443402,,,Not applicable,Not applicable,4040,USGS parameter code 82398,Submersible pump,Submersible centrifugal pump,,pH,Total,7.6,std units,,Accepted,,Actual,,,,,,,400,,,,,,PROBE,USGS,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14cbc04 JH-1.5D,GW,433604.2,1104433.5,43.60116667,-110.7426389,G,5,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.25,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20100915.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,94.45,95.0,S,8664DEF00
