,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,datetime,ValueAndUnits,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
1886,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Iron,Dissolved,,,,Accepted,,Actual,,,,,,,p01046,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-06-02,,Detection limit by DQCALC,5.0,ug/l,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1887,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Manganese,Dissolved,4.8,ug/l,,Accepted,,Actual,,,,,,,p01056,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-06-02,,Detection limit by DQCALC,0.2,ug/l,,NWIS,2021-04-21 18:10:00,4.8 ug/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1888,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Depth, from ground surface to well water level",,17.2,m,,Accepted,,Actual,,,,,,,p30210,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-04-21 18:10:00,17.2 m,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1901,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,p71856,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.003,mg/l asNO2,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1895,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,"1,2,3-Benzotriazole",Total,,,,Accepted,,Actual,,,,,,,p68282,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.25,ug/l,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1891,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.08,mg/l,,Accepted,,Actual,,,,,,,p62854,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2021-05-21,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.05,mg/l,,NWIS,2021-04-21 18:10:00,0.08 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1892,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxidation reduction potential (ORP),,140.0,mV,,Accepted,,Actual,,,,,,,p63001,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,140.0 mV,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1893,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Detected Not Quantified,4-Methyl-1H-benzotriazole,Recoverable,,,,Accepted,,Actual,,,,,,,p63120,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Lower Quantitation Limit,1.0,ug/l,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1894,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Turbidity,Total,1.4,NTRU,,Accepted,,Actual,,,,,,,p63676,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,1.4 NTRU,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1896,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,167.0,mg/l,,Accepted,,Actual,,,180 deg C,,,,p70300,,,,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437","USGS-National Water Quality Lab, Denver, CO",2021-05-05,,Lower Reporting Limit,20.0,mg/l,,NWIS,2021-04-21 18:10:00,167.0 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1897,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,178.0,mg/l,,Accepted,,Actual,,,,,,,p70301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-04-21 18:10:00,178.0 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1898,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,0.23,tons/ac ft,,Accepted,,Actual,,,,,,,p70303,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-04-21 18:10:00,0.23 tons/ac ft,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1899,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,p71846,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.026,mg/l NH4,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1900,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Nitrate,Dissolved,,,,Accepted,,Actual,,,,,,,p71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1879,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.28,None,,Accepted,,Actual,,,,,,,p00931,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-04-21 18:10:00,0.28 None,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1890,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,5-Tolyltriazole,Recoverable,,,,Accepted,,Actual,,,,,,,p61944,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.25,ug/l,,NWIS,2021-04-21 18:10:00,No Value,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1878,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sodium,Dissolved,7.76,mg/l,,Accepted,,Actual,,,,,,,p00930,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-06-02,,Detection limit by DQCALC,0.4,mg/l,,NWIS,2021-04-21 18:10:00,7.76 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1865,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Bicarbonate,Dissolved,168.0,mg/l,,Accepted,,Actual,,,,,,,p00453,,,,,,ASM01,USGS,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,168.0 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1876,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Calcium,Dissolved,45.8,mg/l,,Accepted,,Actual,,,,,,,p00915,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-06-02,,Detection limit by DQCALC,0.02,mg/l,,NWIS,2021-04-21 18:10:00,45.8 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1902,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Bromide,Dissolved,0.011,mg/l,,Accepted,,Actual,,,,,,,p71870,,,,,,IC027,USGS,New ion chromatography method,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",2021-07-23,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.01,mg/l,,NWIS,2021-04-21 18:10:00,0.011 mg/l,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1853,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Temperature, water",,8.2,deg C,,Accepted,,Actual,,,,,,,p00010,,,,,,THM01,USGS,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,8.2 deg C,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1854,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Temperature, air, deg C",,10.0,deg C,,Accepted,,Actual,,,,,,,p00020,,,,,,THM05,USGS,"Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,10.0 deg C,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1856,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Flow rate, instantaneous",,0.3,gal/min,,Accepted,,Actual,,,,,,,p00059,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,0.3 gal/min,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
1857,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100147,Sample-Routine,Water,Groundwater,2021-04-21,18:10:00,MDT,,,,58.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433604110443403,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Specific conductance,Total,289.0,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,p00095,,,,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-04-21 18:10:00,289.0 uS/cm @25C,USGS,42-116-14cbc06 JH-1.5R,GW,433604.25,1104433.58,43.60118056,-110.7426611,G,S,NAD83,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6415.4,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20111019.0,20111019,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,64.0,65.0,D,DEF00
